AYI,BSX,COST,EQR,EXPE,F,HBAN,HRS,JNJ,JPM,SYY,ZTS
0.0022827792837779508,-0.009090909090909127,-0.007782858254694146,0.018398268398268455,-0.012947448591013076,0.0007633587786259379,-0.01111111111111112,-0.0017160017160016796,-0.0009273979862216134,0.0006169031462059229,-0.001581777918380282,0.006354009077155851
-0.003416370106761493,-0.005242463958060293,-0.002255123051279437,0.01824300389656396,0.011574074074074075,-0.0022883295194507523,0.014044943820224668,0.004512247529007324,0.0051717278875480785,0.009864364981504397,0.0,0.014431749849669393
0.016140551349807103,-0.01844532279314884,-0.0012775157232705352,0.0027830927117759017,-0.0012204424103737345,-0.003058103975535239,-0.012465373961218818,0.007486631016042811,-0.0018469656992084508,-0.009361009361009379,0.006970849176172447,-0.005631298162418637
0.003935901040202434,0.010738255033557057,0.0038374495719767842,-0.0015611448395489386,-0.004582251412860809,0.005368098159509224,0.005610098176718098,0.013588110403397038,0.001982553528945357,0.011092851273623647,0.007866582756450597,-0.008345752608047513
0.002660319238308565,0.0013280212483399452,0.001470299941188058,-0.0008686587908270372,-0.009053245358293745,-0.006864988558352392,-0.009762900976290137,-0.002723083368244712,0.004616805170821716,-0.006907761072734586,0.0012488292226037823,0.021340547039374623
0.018433179723502408,-0.005305039787798413,-0.002642654399530156,0.0012171796209354945,-0.002477547228243986,-0.002304147465437739,0.005633802816901414,0.0008401596303297447,0.010504201680672232,0.011661211129296242,0.006859993763641998,-0.004120070629782033
-0.0019196489784725154,-0.027999999999999994,-0.008047105004906843,-0.0024313997915943134,-0.020335299596398668,-0.03002309468822175,-0.018207282913165253,-0.003987408184679911,-0.004028066528066373,-0.016986855409504616,0.007432641684732177,-0.03309692671394812
-0.017722214589916283,-0.004115226337448594,-0.0038583300356153597,-0.0057451253481893855,0.010299477103470109,-0.016666666666666594,-0.02139800285306697,-0.00969237252423095,0.0028701891715590196,-0.007405883563052858,0.0039963110974483695,-0.004889975550122145
0.008811188811188747,0.015151515151515195,0.00466779223358823,0.0017510068289266576,0.011449184441656162,0.0072639225181597945,0.017492711370262405,0.02085106382978717,-0.008065565240015669,0.013678756476683868,0.0027556644213105764,0.0009213759213759562
-0.034798280881741174,-0.018995929443690593,-0.010577303281929549,-0.021150148575423893,-0.03643975810203124,-0.028044871794871765,-0.02578796561604593,-0.018340975406419248,-0.008918032786885336,-0.024739317113064686,-0.023206106870229056,-0.015955814667075883
0.01680551565642059,0.011065006915629208,-0.006394245179338601,0.0,0.010943031863533952,0.017312448474855652,0.0,0.004458598726114668,0.002381897578404219,-0.0020964360587002392,-0.0034385745545482786,-0.0009354536950421309
0.01709280971888676,0.002735978112175166,0.012870789341377588,-0.00017857142857139304,0.02164915631964353,0.03403565640194489,0.033823529411764766,0.01585288522511097,0.007524752475247434,0.035294117647058816,0.008155583437892145,0.008739076154806527
-0.05375000000000006,0.008185538881309632,0.005559416261292587,-0.016967315592070063,-0.0043627298223747,-0.011755485893416956,0.0,0.00020807324178106554,-0.0027515723270439434,-0.007305194805194794,0.0006222775357808345,0.03496287128712879
